"state","placefp","county","stab","cntyname","placenm","pop10","afact"
"State code","Place code","County code","State abbreviation","County name","Place name","Population (2010)","placefp to county allocation factor"
"40","99999","40045","OK","Ellis OK"," ",1465,0.0018 
"40","99999","40047","OK","Garfield OK"," ",5538,0.0066 
"40","99999","40049","OK","Garvin OK"," ",11689,0.014 
"40","99999","40051","OK","Grady OK"," ",22335,0.0267 
"40","99999","40053","OK","Grant OK"," ",1453,0.0017 
"40","99999","40055","OK","Greer OK"," ",1015,0.0012 
"40","99999","40057","OK","Harmon OK"," ",721,0.0009 
"40","99999","40059","OK","Harper OK"," ",972,0.0012 
"40","99999","40061","OK","Haskell OK"," ",8140,0.0097 
"40","99999","40063","OK","Hughes OK"," ",5242,0.0063 
"40","99999","40065","OK","Jackson OK"," ",3962,0.0047 
"40","99999","40067","OK","Jefferson OK"," ",1710,0.002 
"40","99999","40069","OK","Johnston OK"," ",5186,0.0062 
"40","99999","40071","OK","Kay OK"," ",7806,0.0093 
"40","99999","40073","OK","Kingfisher OK"," ",6229,0.0075 
"40","99999","40075","OK","Kiowa OK"," ",2164,0.0026 
"40","99999","40077","OK","Latimer OK"," ",7757,0.0093 
"40","99999","40079","OK","Le Flore OK"," ",21891,0.0262 
"40","99999","40081","OK","Lincoln OK"," ",21394,0.0256 
"40","99999","40083","OK","Logan OK"," ",26874,0.0322 
"40","99999","40085","OK","Love OK"," ",6261,0.0075 
"40","99999","40087","OK","McClain OK"," ",10302,0.0123 
"40","99999","40089","OK","McCurtain OK"," ",18991,0.0227 
"40","99999","40091","OK","McIntosh OK"," ",11163,0.0134 
"40","99999","40093","OK","Major OK"," ",3386,0.0041 
"40","99999","40095","OK","Marshall OK"," ",8977,0.0107 
"40","99999","40097","OK","Mayes OK"," ",20963,0.0251 
"40","99999","40099","OK","Murray OK"," ",5590,0.0067 
"40","99999","40101","OK","Muskogee OK"," ",20101,0.0241 
"40","99999","40103","OK","Noble OK"," ",4597,0.0055 
"40","99999","40105","OK","Nowata OK"," ",5095,0.0061 
"40","99999","40107","OK","Okfuskee OK"," ",5987,0.0072 
"40","99999","40109","OK","Oklahoma OK"," ",19345,0.0231 
"40","99999","40111","OK","Okmulgee OK"," ",16714,0.02 
"40","99999","40113","OK","Osage OK"," ",22362,0.0268 
"40","99999","40115","OK","Ottawa OK"," ",11731,0.014 
"40","99999","40117","OK","Pawnee OK"," ",9618,0.0115 
"40","99999","40119","OK","Payne OK"," ",18709,0.0224 
"40","99999","40121","OK","Pittsburg OK"," ",15595,0.0187 
"40","99999","40123","OK","Pontotoc OK"," ",16974,0.0203 
"40","99999","40125","OK","Pottawatomie OK"," ",20925,0.025 
"40","99999","40127","OK","Pushmataha OK"," ",7731,0.0093 
"40","99999","40129","OK","Roger Mills OK"," ",2040,0.0024 
"40","99999","40131","OK","Rogers OK"," ",46306,0.0554 
"40","99999","40133","OK","Seminole OK"," ",12023,0.0144 
"40","99999","40135","OK","Sequoyah OK"," ",16589,0.0198 
"40","99999","40137","OK","Stephens OK"," ",9694,0.0116 
"40","99999","40139","OK","Texas OK"," ",3731,0.0045 
"40","99999","40141","OK","Tillman OK"," ",1608,0.0019 
"40","99999","40143","OK","Tulsa OK"," ",30434,0.0364 
"40","99999","40145","OK","Wagoner OK"," ",33072,0.0396 
"40","99999","40147","OK","Washington OK"," ",9864,0.0118 
"40","99999","40149","OK","Washita OK"," ",3516,0.0042 
"40","99999","40151","OK","Woods OK"," ",2587,0.0031 
"40","99999","40153","OK","Woodward OK"," ",6314,0.0076 
