CBSA Code,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,CBSA Title,CBSA First Listed City,If
38920,Micropolitan Statistical Area,Port Lavaca,48,58916,"Port Lavaca, TX",Port Lavaca,1
38940,Metropolitan Statistical Area,Port St. Lucie,12,58715,"Port St. Lucie, FL",Port St. Lucie,1
39020,Micropolitan Statistical Area,Portsmouth,39,64304,"Portsmouth, OH",Portsmouth,1
39060,Micropolitan Statistical Area,Pottsville,42,62432,"Pottsville, PA",Pottsville,1
39100,Metropolitan Statistical Area,Middletown,36,47042,"Poughkeepsie-Newburgh-Middletown, NY",Poughkeepsie,0
39100,Metropolitan Statistical Area,Newburgh,36,50034,"Poughkeepsie-Newburgh-Middletown, NY",Poughkeepsie,0
39100,Metropolitan Statistical Area,Poughkeepsie,36,59641,"Poughkeepsie-Newburgh-Middletown, NY",Poughkeepsie,1
39100,Metropolitan Statistical Area,Woodbury,36,82750,"Poughkeepsie-Newburgh-Middletown, NY",Poughkeepsie,0
39150,Metropolitan Statistical Area,Prescott,04,57380,"Prescott Valley-Prescott, AZ",Prescott Valley,0
39150,Metropolitan Statistical Area,Prescott Valley,04,57450,"Prescott Valley-Prescott, AZ",Prescott Valley,1
39220,Micropolitan Statistical Area,Price,49,62030,"Price, UT",Price,1
39260,Micropolitan Statistical Area,Prineville,41,59850,"Prineville, OR",Prineville,1
39300,Metropolitan Statistical Area,Providence,44,59000,"Providence-Warwick, RI-MA",Providence,1
39300,Metropolitan Statistical Area,Warwick,44,74300,"Providence-Warwick, RI-MA",Providence,0
39340,Metropolitan Statistical Area,Orem,49,57300,"Provo-Orem, UT",Provo,0
39340,Metropolitan Statistical Area,Provo,49,62470,"Provo-Orem, UT",Provo,1
39380,Metropolitan Statistical Area,Pueblo,08,62000,"Pueblo, CO",Pueblo,1
39420,Micropolitan Statistical Area,Pullman,53,56625,"Pullman, WA",Pullman,1
39460,Metropolitan Statistical Area,Punta Gorda,12,59200,"Punta Gorda, FL",Punta Gorda,1
39500,Micropolitan Statistical Area,Quincy,17,62367,"Quincy, IL-MO",Quincy,1
39540,Metropolitan Statistical Area,Racine,55,66000,"Racine, WI",Racine,1
39580,Metropolitan Statistical Area,Cary,37,10740,"Raleigh-Cary, NC",Raleigh,0
39580,Metropolitan Statistical Area,Raleigh,37,55000,"Raleigh-Cary, NC",Raleigh,1
39660,Metropolitan Statistical Area,Rapid City,46,52980,"Rapid City, SD",Rapid City,1
39700,Micropolitan Statistical Area,Raymondville,48,60836,"Raymondville, TX",Raymondville,1
39740,Metropolitan Statistical Area,Reading,42,63624,"Reading, PA",Reading,1
39780,Micropolitan Statistical Area,Red Bluff,06,59892,"Red Bluff, CA",Red Bluff,1
39820,Metropolitan Statistical Area,Redding,06,59920,"Redding, CA",Redding,1
39860,Micropolitan Statistical Area,Red Wing,27,53620,"Red Wing, MN",Red Wing,1
39900,Metropolitan Statistical Area,Reno,32,60600,"Reno, NV",Reno,1
39940,Micropolitan Statistical Area,Rexburg,16,67420,"Rexburg, ID",Rexburg,1
39980,Micropolitan Statistical Area,Richmond,18,64260,"Richmond, IN",Richmond,1
40060,Metropolitan Statistical Area,Richmond,51,67000,"Richmond, VA",Richmond,1
40080,Micropolitan Statistical Area,Berea,21,05842,"Richmond-Berea, KY",Richmond,0
40080,Micropolitan Statistical Area,Richmond,21,65226,"Richmond-Berea, KY",Richmond,1
40100,Micropolitan Statistical Area,Rio Grande City,48,62168,"Rio Grande City-Roma, TX",Rio Grande City,1
40100,Micropolitan Statistical Area,Roma,48,63020,"Rio Grande City-Roma, TX",Rio Grande City,0
40140,Metropolitan Statistical Area,Chino,06,13210,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40140,Metropolitan Statistical Area,Corona,06,16350,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40140,Metropolitan Statistical Area,Ontario,06,53896,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40140,Metropolitan Statistical Area,Palm Desert,06,55184,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40140,Metropolitan Statistical Area,Redlands,06,59962,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40140,Metropolitan Statistical Area,Riverside,06,62000,"Riverside-San Bernardino-Ontario, CA",Riverside,1
40140,Metropolitan Statistical Area,San Bernardino,06,65000,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40140,Metropolitan Statistical Area,Temecula,06,78120,"Riverside-San Bernardino-Ontario, CA",Riverside,0
40180,Micropolitan Statistical Area,Riverton,56,66220,"Riverton, WY",Riverton,1
40220,Metropolitan Statistical Area,Roanoke,51,68000,"Roanoke, VA",Roanoke,1
40260,Micropolitan Statistical Area,Roanoke Rapids,37,56900,"Roanoke Rapids, NC",Roanoke Rapids,1
40300,Micropolitan Statistical Area,Rochelle,17,64746,"Rochelle, IL",Rochelle,1
40340,Metropolitan Statistical Area,Rochester,27,54880,"Rochester, MN",Rochester,1
40380,Metropolitan Statistical Area,Rochester,36,63000,"Rochester, NY",Rochester,1
40420,Metropolitan Statistical Area,Rockford,17,65000,"Rockford, IL",Rockford,1
40460,Micropolitan Statistical Area,Rockingham,37,57260,"Rockingham, NC",Rockingham,1
40530,Micropolitan Statistical Area,Rockport,48,62804,"Rockport, TX",Rockport,1
40540,Micropolitan Statistical Area,Rock Springs,56,67235,"Rock Springs, WY",Rock Springs,1
40580,Metropolitan Statistical Area,Rocky Mount,37,57500,"Rocky Mount, NC",Rocky Mount,1
40620,Micropolitan Statistical Area,Rolla,29,62912,"Rolla, MO",Rolla,1
40660,Metropolitan Statistical Area,Rome,13,66668,"Rome, GA",Rome,1
40700,Micropolitan Statistical Area,Roseburg,41,63650,"Roseburg, OR",Roseburg,1
40740,Micropolitan Statistical Area,Roswell,35,64930,"Roswell, NM",Roswell,1
40760,Micropolitan Statistical Area,Ruidoso,35,65210,"Ruidoso, NM",Ruidoso,1
40780,Micropolitan Statistical Area,Russellville,05,61670,"Russellville, AR",Russellville,1
40820,Micropolitan Statistical Area,Ruston,22,66655,"Ruston, LA",Ruston,1
40860,Micropolitan Statistical Area,Rutland,50,61225,"Rutland, VT",Rutland,1
40900,Metropolitan Statistical Area,Folsom,06,24638,"Sacramento-Roseville-Folsom, CA",Sacramento,0
40900,Metropolitan Statistical Area,Rancho Cordova,06,59444,"Sacramento-Roseville-Folsom, CA",Sacramento,0
40900,Metropolitan Statistical Area,Roseville,06,62938,"Sacramento-Roseville-Folsom, CA",Sacramento,0
40900,Metropolitan Statistical Area,Sacramento,06,64000,"Sacramento-Roseville-Folsom, CA",Sacramento,1
40900,Metropolitan Statistical Area,West Sacramento,06,84816,"Sacramento-Roseville-Folsom, CA",Sacramento,0
40940,Micropolitan Statistical Area,Safford,04,62000,"Safford, AZ",Safford,1
40980,Metropolitan Statistical Area,Saginaw,26,70520,"Saginaw, MI",Saginaw,1
41060,Metropolitan Statistical Area,St. Cloud,27,56896,"St. Cloud, MN",St. Cloud,1
41100,Metropolitan Statistical Area,St. George,49,65330,"St. George, UT",St. George,1
41140,Metropolitan Statistical Area,St. Joseph,29,64550,"St. Joseph, MO-KS",St. Joseph,1
41180,Metropolitan Statistical Area,St. Charles,29,64082,"St. Louis, MO-IL",St. Louis,0
41180,Metropolitan Statistical Area,St. Louis,29,65000,"St. Louis, MO-IL",St. Louis,1
41220,Micropolitan Statistical Area,St. Marys,13,67984,"St. Marys, GA",St. Marys,1
41260,Micropolitan Statistical Area,St. Marys,42,67344,"St. Marys, PA",St. Marys,1
41400,Micropolitan Statistical Area,Salem,39,69834,"Salem, OH",Salem,1
41420,Metropolitan Statistical Area,Salem,41,64900,"Salem, OR",Salem,1
41460,Micropolitan Statistical Area,Salina,20,62700,"Salina, KS",Salina,1
41500,Metropolitan Statistical Area,Salinas,06,64224,"Salinas, CA",Salinas,1
41540,Metropolitan Statistical Area,Salisbury,24,69925,"Salisbury, MD-DE",Salisbury,1
41620,Metropolitan Statistical Area,Salt Lake City,49,67000,"Salt Lake City, UT",Salt Lake City,1
41660,Metropolitan Statistical Area,San Angelo,48,64472,"San Angelo, TX",San Angelo,1
41700,Metropolitan Statistical Area,New Braunfels,48,50820,"San Antonio-New Braunfels, TX",San Antonio,0
41700,Metropolitan Statistical Area,San Antonio,48,65000,"San Antonio-New Braunfels, TX",San Antonio,1
41740,Metropolitan Statistical Area,Carlsbad,06,11194,"San Diego-Chula Vista-Carlsbad, CA",San Diego,0
41740,Metropolitan Statistical Area,Chula Vista,06,13392,"San Diego-Chula Vista-Carlsbad, CA",San Diego,0
41740,Metropolitan Statistical Area,Poway,06,58520,"San Diego-Chula Vista-Carlsbad, CA",San Diego,0
41740,Metropolitan Statistical Area,San Diego,06,66000,"San Diego-Chula Vista-Carlsbad, CA",San Diego,1
41760,Micropolitan Statistical Area,Sandpoint,16,72100,"Sandpoint, ID",Sandpoint,1
41780,Micropolitan Statistical Area,Sandusky,39,70380,"Sandusky, OH",Sandusky,1
41820,Micropolitan Statistical Area,Sanford,37,59280,"Sanford, NC",Sanford,1
41860,Metropolitan Statistical Area,Berkeley,06,06000,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,Livermore,06,41992,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,Oakland,06,53000,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,Pleasanton,06,57792,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,Redwood City,06,60102,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,San Francisco,06,67000,"San Francisco-Oakland-Berkeley, CA",San Francisco,1
41860,Metropolitan Statistical Area,San Mateo,06,68252,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,San Rafael,06,68364,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,San Ramon,06,68378,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,South San Francisco,06,73262,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41860,Metropolitan Statistical Area,Walnut Creek,06,83346,"San Francisco-Oakland-Berkeley, CA",San Francisco,0
41900,Metropolitan Statistical Area,San Germán,72,76167,"San Germán, PR",San Germán,1
41940,Metropolitan Statistical Area,Cupertino,06,17610,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,0
41940,Metropolitan Statistical Area,Milpitas,06,47766,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,0
41940,Metropolitan Statistical Area,Mountain View,06,49670,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,0
41940,Metropolitan Statistical Area,Palo Alto,06,55282,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,0
41940,Metropolitan Statistical Area,San Jose,06,68000,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,1
41940,Metropolitan Statistical Area,Santa Clara,06,69084,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,0
41940,Metropolitan Statistical Area,Sunnyvale,06,77000,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,0
41980,Metropolitan Statistical Area,Bayamón,72,06593,"San Juan-Bayamón-Caguas, PR",San Juan,0
41980,Metropolitan Statistical Area,Caguas,72,10334,"San Juan-Bayamón-Caguas, PR",San Juan,0
41980,Metropolitan Statistical Area,Guaynabo,72,32522,"San Juan-Bayamón-Caguas, PR",San Juan,0
41980,Metropolitan Statistical Area,San Juan,72,76770,"San Juan-Bayamón-Caguas, PR",San Juan,1
42020,Metropolitan Statistical Area,El Paso de Robles (Paso Robles),06,22300,"San Luis Obispo-Paso Robles, CA",San Luis Obispo,0
42020,Metropolitan Statistical Area,San Luis Obispo,06,68154,"San Luis Obispo-Paso Robles, CA",San Luis Obispo,1
42100,Metropolitan Statistical Area,Santa Cruz,06,69112,"Santa Cruz-Watsonville, CA",Santa Cruz,1
42100,Metropolitan Statistical Area,Watsonville,06,83668,"Santa Cruz-Watsonville, CA",Santa Cruz,0
42140,Metropolitan Statistical Area,Santa Fe,35,70500,"Santa Fe, NM",Santa Fe,1
42180,Micropolitan Statistical Area,Santa Isabel,72,78145,"Santa Isabel, PR",Santa Isabel,1
42200,Metropolitan Statistical Area,Santa Barbara,06,69070,"Santa Maria-Santa Barbara, CA",Santa Maria,0
42200,Metropolitan Statistical Area,Santa Maria,06,69196,"Santa Maria-Santa Barbara, CA",Santa Maria,1
42220,Metropolitan Statistical Area,Petaluma,06,56784,"Santa Rosa-Petaluma, CA",Santa Rosa,0
42220,Metropolitan Statistical Area,Santa Rosa,06,70098,"Santa Rosa-Petaluma, CA",Santa Rosa,1
42300,Micropolitan Statistical Area,Sault Ste. Marie,26,71740,"Sault Ste. Marie, MI",Sault Ste. Marie,1
42340,Metropolitan Statistical Area,Savannah,13,69000,"Savannah, GA",Savannah,1
42380,Micropolitan Statistical Area,Sayre,42,68096,"Sayre, PA",Sayre,1
42420,Micropolitan Statistical Area,Scottsbluff,31,44245,"Scottsbluff, NE",Scottsbluff,1
42460,Micropolitan Statistical Area,Scottsboro,01,68736,"Scottsboro, AL",Scottsboro,1
42500,Micropolitan Statistical Area,Scottsburg,18,68526,"Scottsburg, IN",Scottsburg,1
42540,Metropolitan Statistical Area,Scranton,42,69000,"Scranton--Wilkes-Barre, PA",Scranton,1
42540,Metropolitan Statistical Area,Wilkes-Barre,42,85152,"Scranton--Wilkes-Barre, PA",Scranton,0
42620,Micropolitan Statistical Area,Searcy,05,63020,"Searcy, AR",Searcy,1
42660,Metropolitan Statistical Area,Auburn,53,03180,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Bellevue,53,05210,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Everett,53,22640,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Kent,53,35415,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Lakewood,53,38038,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Redmond,53,57535,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Renton,53,57745,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42660,Metropolitan Statistical Area,Seattle,53,63000,"Seattle-Tacoma-Bellevue, WA",Seattle,1
42660,Metropolitan Statistical Area,Tacoma,53,70000,"Seattle-Tacoma-Bellevue, WA",Seattle,0
42680,Metropolitan Statistical Area,Sebastian,12,64825,"Sebastian-Vero Beach, FL",Sebastian,1
42680,Metropolitan Statistical Area,Vero Beach,12,74150,"Sebastian-Vero Beach, FL",Sebastian,0
42700,Metropolitan Statistical Area,Avon Park,12,02750,"Sebring-Avon Park, FL",Sebring,0
42700,Metropolitan Statistical Area,Sebring,12,64875,"Sebring-Avon Park, FL",Sebring,1
42740,Micropolitan Statistical Area,Sedalia,29,66440,"Sedalia, MO",Sedalia,1
42780,Micropolitan Statistical Area,Selinsgrove,42,69216,"Selinsgrove, PA",Selinsgrove,1
42820,Micropolitan Statistical Area,Selma,01,69120,"Selma, AL",Selma,1
42860,Micropolitan Statistical Area,Seneca,45,65095,"Seneca, SC",Seneca,1
42900,Micropolitan Statistical Area,Seneca Falls,36,66322,"Seneca Falls, NY",Seneca Falls,1
42940,Micropolitan Statistical Area,Sevierville,47,67120,"Sevierville, TN",Sevierville,1
42980,Micropolitan Statistical Area,Seymour,18,68832,"Seymour, IN",Seymour,1
43020,Micropolitan Statistical Area,Shawano,55,72925,"Shawano, WI",Shawano,1
43060,Micropolitan Statistical Area,Shawnee,40,66800,"Shawnee, OK",Shawnee,1
43100,Metropolitan Statistical Area,Sheboygan,55,72975,"Sheboygan, WI",Sheboygan,1
43140,Micropolitan Statistical Area,Shelby,37,61200,"Shelby, NC",Shelby,1
43180,Micropolitan Statistical Area,Shelbyville,47,67760,"Shelbyville, TN",Shelbyville,1
43220,Micropolitan Statistical Area,Shelton,53,63735,"Shelton, WA",Shelton,1
43260,Micropolitan Statistical Area,Sheridan,56,69845,"Sheridan, WY",Sheridan,1
43300,Metropolitan Statistical Area,Denison,48,19900,"Sherman-Denison, TX",Sherman,0
43300,Metropolitan Statistical Area,Sherman,48,67496,"Sherman-Denison, TX",Sherman,1
43320,Micropolitan Statistical Area,Show Low,04,66470,"Show Low, AZ",Show Low,1
43340,Metropolitan Statistical Area,Bossier City,22,08920,"Shreveport-Bossier City, LA",Shreveport,0
43340,Metropolitan Statistical Area,Shreveport,22,70000,"Shreveport-Bossier City, LA",Shreveport,1
43380,Micropolitan Statistical Area,Sidney,39,72424,"Sidney, OH",Sidney,1
43420,Metropolitan Statistical Area,Douglas,04,20050,"Sierra Vista-Douglas, AZ",Sierra Vista,0
43420,Metropolitan Statistical Area,Sierra Vista,04,66820,"Sierra Vista-Douglas, AZ",Sierra Vista,1
43460,Micropolitan Statistical Area,Sikeston,29,67790,"Sikeston, MO",Sikeston,1
43500,Micropolitan Statistical Area,Silver City,35,73260,"Silver City, NM",Silver City,1
43580,Metropolitan Statistical Area,Sioux City,19,73335,"Sioux City, IA-NE-SD",Sioux City,1
43620,Metropolitan Statistical Area,Sioux Falls,46,59020,"Sioux Falls, SD",Sioux Falls,1
43660,Micropolitan Statistical Area,Snyder,48,68624,"Snyder, TX",Snyder,1
43700,Micropolitan Statistical Area,Somerset,21,71688,"Somerset, KY",Somerset,1
43740,Micropolitan Statistical Area,Somerset,42,71776,"Somerset, PA",Somerset,1
43760,Micropolitan Statistical Area,Sonora,06,72674,"Sonora, CA",Sonora,1
43780,Metropolitan Statistical Area,Mishawaka,18,49932,"South Bend-Mishawaka, IN-MI",South Bend,0
43780,Metropolitan Statistical Area,South Bend,18,71000,"South Bend-Mishawaka, IN-MI",South Bend,1
43900,Metropolitan Statistical Area,Spartanburg,45,68290,"Spartanburg, SC",Spartanburg,1
43940,Micropolitan Statistical Area,Spearfish,46,60020,"Spearfish, SD",Spearfish,1
43980,Micropolitan Statistical Area,Spencer,19,74280,"Spencer, IA",Spencer,1
44020,Micropolitan Statistical Area,Spirit Lake,19,74415,"Spirit Lake, IA",Spirit Lake,1
44060,Metropolitan Statistical Area,Spokane,53,67000,"Spokane-Spokane Valley, WA",Spokane,1
44060,Metropolitan Statistical Area,Spokane Valley,53,67167,"Spokane-Spokane Valley, WA",Spokane,0
44100,Metropolitan Statistical Area,Springfield,17,72000,"Springfield, IL",Springfield,1
44140,Metropolitan Statistical Area,Springfield,25,67000,"Springfield, MA",Springfield,1
44180,Metropolitan Statistical Area,Springfield,29,70000,"Springfield, MO",Springfield,1
44220,Metropolitan Statistical Area,Springfield,39,74118,"Springfield, OH",Springfield,1
44260,Micropolitan Statistical Area,Starkville,28,70240,"Starkville, MS",Starkville,1
44300,Metropolitan Statistical Area,State College,42,73808,"State College, PA",State College,1
44340,Micropolitan Statistical Area,Statesboro,13,73256,"Statesboro, GA",Statesboro,1
44420,Metropolitan Statistical Area,Staunton,51,75216,"Staunton, VA",Staunton,1
44460,Micropolitan Statistical Area,Steamboat Springs,08,73825,"Steamboat Springs, CO",Steamboat Springs,1
44500,Micropolitan Statistical Area,Stephenville,48,70208,"Stephenville, TX",Stephenville,1
44540,Micropolitan Statistical Area,Sterling,08,73935,"Sterling, CO",Sterling,1
44580,Micropolitan Statistical Area,Sterling,17,72546,"Sterling, IL",Sterling,1
44620,Micropolitan Statistical Area,Stevens Point,55,77200,"Stevens Point, WI",Stevens Point,1
44660,Micropolitan Statistical Area,Stillwater,40,70300,"Stillwater, OK",Stillwater,1
44700,Metropolitan Statistical Area,Stockton,06,75000,"Stockton, CA",Stockton,1
44740,Micropolitan Statistical Area,Storm Lake,19,75630,"Storm Lake, IA",Storm Lake,1
44780,Micropolitan Statistical Area,Sturgis,26,76960,"Sturgis, MI",Sturgis,1
44860,Micropolitan Statistical Area,Sulphur Springs,48,70904,"Sulphur Springs, TX",Sulphur Springs,1
44900,Micropolitan Statistical Area,Summerville,13,74376,"Summerville, GA",Summerville,1
44940,Metropolitan Statistical Area,Sumter,45,70405,"Sumter, SC",Sumter,1
44980,Micropolitan Statistical Area,Sunbury,42,75304,"Sunbury, PA",Sunbury,1
45000,Micropolitan Statistical Area,Susanville,06,77364,"Susanville, CA",Susanville,1
45020,Micropolitan Statistical Area,Sweetwater,48,71540,"Sweetwater, TX",Sweetwater,1
45060,Metropolitan Statistical Area,Syracuse,36,73000,"Syracuse, NY",Syracuse,1
45140,Micropolitan Statistical Area,Tahlequah,40,72100,"Tahlequah, OK",Tahlequah,1
45180,Micropolitan Statistical Area,Sylacauga,01,74352,"Talladega-Sylacauga, AL",Talladega,0
45180,Micropolitan Statistical Area,Talladega,01,74592,"Talladega-Sylacauga, AL",Talladega,1
45220,Metropolitan Statistical Area,Tallahassee,12,70600,"Tallahassee, FL",Tallahassee,1
45300,Metropolitan Statistical Area,Clearwater,12,12875,"Tampa-St. Petersburg-Clearwater, FL",Tampa,0
45300,Metropolitan Statistical Area,Largo,12,39425,"Tampa-St. Petersburg-Clearwater, FL",Tampa,0
45300,Metropolitan Statistical Area,Pinellas Park,12,56975,"Tampa-St. Petersburg-Clearwater, FL",Tampa,0
45300,Metropolitan Statistical Area,St. Petersburg,12,63000,"Tampa-St. Petersburg-Clearwater, FL",Tampa,0
45300,Metropolitan Statistical Area,Tampa,12,71000,"Tampa-St. Petersburg-Clearwater, FL",Tampa,1
45340,Micropolitan Statistical Area,Taos,35,76200,"Taos, NM",Taos,1
45380,Micropolitan Statistical Area,Taylorville,17,74574,"Taylorville, IL",Taylorville,1
45460,Metropolitan Statistical Area,Terre Haute,18,75428,"Terre Haute, IN",Terre Haute,1
45500,Metropolitan Statistical Area,Texarkana,48,72368,"Texarkana, TX-AR",Texarkana,1
45520,Micropolitan Statistical Area,The Dalles,41,72950,"The Dalles, OR",The Dalles,1
45540,Metropolitan Statistical Area,The Villages,12,71625,"The Villages, FL",The Villages,1
45580,Micropolitan Statistical Area,Thomaston,13,76168,"Thomaston, GA",Thomaston,1
45620,Micropolitan Statistical Area,Thomasville,13,76224,"Thomasville, GA",Thomasville,1
45660,Micropolitan Statistical Area,Tiffin,39,76778,"Tiffin, OH",Tiffin,1
45700,Micropolitan Statistical Area,Tifton,13,76476,"Tifton, GA",Tifton,1
45740,Micropolitan Statistical Area,Toccoa,13,76756,"Toccoa, GA",Toccoa,1
45780,Metropolitan Statistical Area,Toledo,39,77000,"Toledo, OH",Toledo,1
45820,Metropolitan Statistical Area,Topeka,20,71000,"Topeka, KS",Topeka,1
45860,Micropolitan Statistical Area,Torrington,09,76500,"Torrington, CT",Torrington,1
45900,Micropolitan Statistical Area,Traverse City,26,80340,"Traverse City, MI",Traverse City,1
45940,Metropolitan Statistical Area,Princeton,34,60900,"Trenton-Princeton, NJ",Trenton,0
45940,Metropolitan Statistical Area,Trenton,34,74000,"Trenton-Princeton, NJ",Trenton,1
45980,Micropolitan Statistical Area,Troy,01,76920,"Troy, AL",Troy,1
46020,Micropolitan Statistical Area,Grass Valley,06,30798,"Truckee-Grass Valley, CA",Truckee,0
46020,Micropolitan Statistical Area,Truckee,06,80588,"Truckee-Grass Valley, CA",Truckee,1
46060,Metropolitan Statistical Area,Tucson,04,77000,"Tucson, AZ",Tucson,1
46100,Micropolitan Statistical Area,Manchester,47,45500,"Tullahoma-Manchester, TN",Tullahoma,0
46100,Micropolitan Statistical Area,Tullahoma,47,75320,"Tullahoma-Manchester, TN",Tullahoma,1
46140,Metropolitan Statistical Area,Tulsa,40,75000,"Tulsa, OK",Tulsa,1
46180,Micropolitan Statistical Area,Tupelo,28,74840,"Tupelo, MS",Tupelo,1
46220,Metropolitan Statistical Area,Tuscaloosa,01,77256,"Tuscaloosa, AL",Tuscaloosa,1
46300,Metropolitan Statistical Area,Twin Falls,16,82810,"Twin Falls, ID",Twin Falls,1
46340,Metropolitan Statistical Area,Tyler,48,74144,"Tyler, TX",Tyler,1
46380,Micropolitan Statistical Area,Ukiah,06,81134,"Ukiah, CA",Ukiah,1
46420,Micropolitan Statistical Area,Union,45,73105,"Union, SC",Union,1
46460,Micropolitan Statistical Area,Union City,47,75940,"Union City, TN",Union City,1
46500,Micropolitan Statistical Area,Urbana,39,79072,"Urbana, OH",Urbana,1
46520,Metropolitan Statistical Area,Urban Honolulu,15,71550,"Urban Honolulu, HI",Urban Honolulu,1
46540,Metropolitan Statistical Area,Rome,36,63418,"Utica-Rome, NY",Utica,0
46540,Metropolitan Statistical Area,Utica,36,76540,"Utica-Rome, NY",Utica,1
46620,Micropolitan Statistical Area,Uvalde,48,74588,"Uvalde, TX",Uvalde,1
46660,Metropolitan Statistical Area,Valdosta,13,78800,"Valdosta, GA",Valdosta,1
46700,Metropolitan Statistical Area,Vallejo,06,81666,"Vallejo, CA",Vallejo,1
46780,Micropolitan Statistical Area,Van Wert,39,79562,"Van Wert, OH",Van Wert,1
46820,Micropolitan Statistical Area,Vermillion,46,66700,"Vermillion, SD",Vermillion,1
46860,Micropolitan Statistical Area,Vernal,49,80090,"Vernal, UT",Vernal,1
46900,Micropolitan Statistical Area,Vernon,48,75308,"Vernon, TX",Vernon,1
46980,Micropolitan Statistical Area,Vicksburg,28,76720,"Vicksburg, MS",Vicksburg,1
47020,Metropolitan Statistical Area,Victoria,48,75428,"Victoria, TX",Victoria,1
47080,Micropolitan Statistical Area,Vidalia,13,79388,"Vidalia, GA",Vidalia,1
47180,Micropolitan Statistical Area,Vincennes,18,79208,"Vincennes, IN",Vincennes,1
47220,Metropolitan Statistical Area,Bridgeton,34,07600,"Vineland-Bridgeton, NJ",Vineland,0
47220,Metropolitan Statistical Area,Vineland,34,76070,"Vineland-Bridgeton, NJ",Vineland,1
47240,Micropolitan Statistical Area,Vineyard Haven,25,71970,"Vineyard Haven, MA",Vineyard Haven,1
47260,Metropolitan Statistical Area,Hampton,51,35000,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,0
47260,Metropolitan Statistical Area,Newport News,51,56000,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,0
47260,Metropolitan Statistical Area,Norfolk,51,57000,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,0
47260,Metropolitan Statistical Area,Portsmouth,51,64000,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,0
47260,Metropolitan Statistical Area,Virginia Beach,51,82000,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,1
47300,Metropolitan Statistical Area,Visalia,06,82954,"Visalia, CA",Visalia,1
47340,Micropolitan Statistical Area,Wabash,18,79370,"Wabash, IN",Wabash,1
47380,Metropolitan Statistical Area,Waco,48,76000,"Waco, TX",Waco,1
47420,Micropolitan Statistical Area,Wahpeton,38,82660,"Wahpeton, ND-MN",Wahpeton,1
47460,Metropolitan Statistical Area,Walla Walla,53,75775,"Walla Walla, WA",Walla Walla,1
47540,Micropolitan Statistical Area,Wapakoneta,39,80766,"Wapakoneta, OH",Wapakoneta,1
47580,Metropolitan Statistical Area,Warner Robins,13,80508,"Warner Robins, GA",Warner Robins,1
47620,Micropolitan Statistical Area,Warren,42,81000,"Warren, PA",Warren,1
47660,Micropolitan Statistical Area,Warrensburg,29,77092,"Warrensburg, MO",Warrensburg,1
47700,Micropolitan Statistical Area,Warsaw,18,80306,"Warsaw, IN",Warsaw,1
47780,Micropolitan Statistical Area,Washington,18,80504,"Washington, IN",Washington,1
47820,Micropolitan Statistical Area,Washington,37,71220,"Washington, NC",Washington,1
47900,Metropolitan Statistical Area,Washington,11,50000,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,1
