fips,state,county,place,place_name,county_name,place_pop_2010,county_pop_2010
39019,39,19,99990,Balance of Union township,Carroll County,A,28421
39019,39,19,0,Washington township,Carroll County,1239,28421
39021,39,21,0,Champaign County,Champaign County,40097,39356
39021,39,21,14296,Christiansburg village,Champaign County,526,39356
39021,39,21,48706,Mechanicsburg village,Champaign County,1644,39356
39021,39,21,53480,Mutual village,Champaign County,104,39356
39021,39,21,56770,North Lewisburg village,Champaign County,1490,39356
39021,39,21,69708,St. Paris village,Champaign County,2089,39356
39021,39,21,79072,Urbana city,Champaign County,11793,39356
39021,39,21,86478,Woodstock village,Champaign County,305,39356
39021,39,21,99990,Balance of Champaign County,Champaign County,22146,39356
39021,39,21,0,Adams township,Champaign County,1110,39356
39021,39,21,0,Concord township,Champaign County,1422,39356
39021,39,21,0,Goshen township,Champaign County,3696,39356
39021,39,21,48706,Mechanicsburg village,Champaign County,1644,39356
39021,39,21,99990,Balance of Goshen township,Champaign County,2052,39356
39021,39,21,0,Harrison township,Champaign County,932,39356
39021,39,21,0,Jackson township,Champaign County,2644,39356
39021,39,21,14296,Christiansburg village,Champaign County,526,39356
39021,39,21,69708,St. Paris village (pt.),Champaign County,214,39356
39021,39,21,99990,Balance of Jackson township,Champaign County,1904,39356
39021,39,21,0,Johnson township,Champaign County,3506,39356
39021,39,21,69708,St. Paris village (pt.),Champaign County,1875,39356
39021,39,21,99990,Balance of Johnson township,Champaign County,1631,39356
39021,39,21,0,Mad River township,Champaign County,2821,39356
39021,39,21,0,Rush township,Champaign County,2613,39356
39021,39,21,56770,North Lewisburg village,Champaign County,1490,39356
39021,39,21,86478,Woodstock village,Champaign County,305,39356
39021,39,21,99990,Balance of Rush township,Champaign County,818,39356
39021,39,21,0,Salem township,Champaign County,2539,39356
39021,39,21,79072,Urbana city (pt.),Champaign County,157,39356
39021,39,21,99990,Balance of Salem township,Champaign County,2382,39356
39021,39,21,0,Union township,Champaign County,2210,39356
39021,39,21,53480,Mutual village,Champaign County,104,39356
39021,39,21,99990,Balance of Union township,Champaign County,2106,39356
39021,39,21,0,Urbana township,Champaign County,14795,39356
39021,39,21,79072,Urbana city (pt.),Champaign County,11636,39356
39021,39,21,99990,Balance of Urbana township,Champaign County,3159,39356
39021,39,21,0,Wayne township,Champaign County,1809,39356
39023,39,23,0,Clark County,Clark County,138333,138800
39023,39,23,12560,Catawba village,Clark County,272,138800
39023,39,23,16056,Clifton village (pt.),Clark County,48,138800
39023,39,23,22288,Donnelsville village,Clark County,304,138800
39023,39,23,25452,Enon village,Clark County,2415,138800
39023,39,23,54334,New Carlisle city,Clark County,5785,138800
39023,39,23,56588,North Hampton village,Clark County,478,138800
39023,39,23,73124,South Charleston village,Clark County,1693,138800
39023,39,23,73796,South Vienna village,Clark County,384,138800
39023,39,23,74118,Springfield city,Clark County,60608,138800
39023,39,23,77308,Tremont City village,Clark County,375,138800
39023,39,23,99990,Balance of Clark County,Clark County,65971,138800
39023,39,23,0,Bethel township,Clark County,18523,138800
39023,39,23,22288,Donnelsville village,Clark County,304,138800
39023,39,23,54334,New Carlisle city (pt.),Clark County,5779,138800
39023,39,23,99990,Balance of Bethel township,Clark County,12440,138800
39023,39,23,0,German township,Clark County,7487,138800
39023,39,23,77308,Tremont City village,Clark County,375,138800
39023,39,23,99990,Balance of German township,Clark County,7112,138800
39023,39,23,0,Green township,Clark County,2798,138800
39023,39,23,16056,Clifton village (pt.),Clark County,48,138800
39023,39,23,99990,Balance of Green township,Clark County,2750,138800
39023,39,23,0,Harmony township,Clark County,3577,138800
39023,39,23,73796,South Vienna village,Clark County,384,138800
39023,39,23,99990,Balance of Harmony township,Clark County,3193,138800
39023,39,23,0,Madison township,Clark County,2543,138800
39023,39,23,73124,South Charleston village,Clark County,1693,138800
39023,39,23,99990,Balance of Madison township,Clark County,850,138800
39023,39,23,0,Mad River township,Clark County,11156,138800
39023,39,23,25452,Enon village,Clark County,2415,138800
39023,39,23,99990,Balance of Mad River township,Clark County,8741,138800
39023,39,23,0,Moorefield township,Clark County,12436,138800
39023,39,23,0,Pike township,Clark County,3730,138800
39023,39,23,54334,New Carlisle city (pt.),Clark County,6,138800
39023,39,23,56588,North Hampton village,Clark County,478,138800
39023,39,23,99990,Balance of Pike township,Clark County,3246,138800
39023,39,23,0,Pleasant township,Clark County,3238,138800
39023,39,23,12560,Catawba village,Clark County,272,138800
39023,39,23,99990,Balance of Pleasant township,Clark County,2966,138800
39023,39,23,0,Springfield city,Clark County,60608,138800
39023,39,23,74118,Springfield city,Clark County,60608,138800
39023,39,23,0,Springfield township,Clark County,12237,138800
39025,39,25,0,Clermont County,Clermont County,197363,195766
39025,39,25,1742,Amelia village,Clermont County,4801,195766
39025,39,25,4150,Batavia village,Clermont County,1509,195766
39025,39,25,6068,Bethel village,Clermont County,2711,195766
39025,39,25,14226,Chilo village,Clermont County,63,195766
39025,39,25,26880,Felicity village,Clermont County,818,195766
39025,39,25,45108,Loveland city (pt.),Clermont County,1941,195766
39025,39,25,50176,Milford city (pt.),Clermont County,6680,195766
39025,39,25,52416,Moscow village,Clermont County,185,195766
39025,39,25,53956,Neville village,Clermont County,100,195766
39025,39,25,55384,New Richmond village,Clermont County,2582,195766
39025,39,25,55664,Newtonsville village,Clermont County,392,195766
39025,39,25,59220,Owensville village,Clermont County,794,195766
39025,39,25,85288,Williamsburg village,Clermont County,2490,195766
39025,39,25,99990,Balance of Clermont County,Clermont County,172297,195766
39025,39,25,0,Batavia township,Clermont County,23280,195766
39025,39,25,1742,Amelia village (pt.),Clermont County,1665,195766
39025,39,25,4150,Batavia village,Clermont County,1509,195766
39025,39,25,99990,Balance of Batavia township,Clermont County,20106,195766
39025,39,25,0,Franklin township,Clermont County,4188,195766
39025,39,25,14226,Chilo village,Clermont County,63,195766
39025,39,25,26880,Felicity village,Clermont County,818,195766
39025,39,25,99990,Balance of Franklin township,Clermont County,3307,195766
39025,39,25,0,Goshen township,Clermont County,15505,195766
39025,39,25,0,Jackson township,Clermont County,2980,195766
39025,39,25,0,Loveland city,Clermont County,1941,195766
39025,39,25,45108,Loveland city (pt.),Clermont County,1941,195766
39025,39,25,0,Miami township,Clermont County,40848,195766
39025,39,25,0,Milford city,Clermont County,6680,195766
39025,39,25,50176,Milford city (pt.),Clermont County,6680,195766
39025,39,25,0,Monroe township,Clermont County,7828,195766
39025,39,25,0,Ohio township,Clermont County,5192,195766
39025,39,25,55384,New Richmond village (pt.),Clermont County,2582,195766
39025,39,25,99990,Balance of Ohio township,Clermont County,2610,195766
39025,39,25,0,Pierce township,Clermont County,14349,195766
39025,39,25,1742,Amelia village (pt.),Clermont County,3136,195766
39025,39,25,55384,New Richmond village (pt.),Clermont County,0,195766
39025,39,25,99990,Balance of Pierce township,Clermont County,11213,195766
39025,39,25,0,Stonelick township,Clermont County,5890,195766
39025,39,25,59220,Owensville village,Clermont County,794,195766
39025,39,25,99990,Balance of Stonelick township,Clermont County,5096,195766
39025,39,25,0,Tate township,Clermont County,9357,195766
39025,39,25,6068,Bethel village,Clermont County,2711,195766
39025,39,25,99990,Balance of Tate township,Clermont County,6646,195766
39025,39,25,0,Union township,Clermont County,46416,195766
39025,39,25,0,Washington township,Clermont County,2278,195766
39025,39,25,52416,Moscow village,Clermont County,185,195766
39025,39,25,53956,Neville village,Clermont County,100,195766
39025,39,25,99990,Balance of Washington township,Clermont County,1993,195766
39025,39,25,0,Wayne township,Clermont County,4885,195766
39025,39,25,55664,Newtonsville village,Clermont County,392,195766
39025,39,25,99990,Balance of Wayne township,Clermont County,4493,195766
39025,39,25,0,Williamsburg township,Clermont County,5746,195766
39025,39,25,85288,Williamsburg village,Clermont County,2490,195766
39025,39,25,99990,Balance of Williamsburg township,Clermont County,3256,195766
39027,39,27,0,Clinton County,Clinton County,42040,42459
39027,39,27,6908,Blanchester village (pt.),Clinton County,4243,42459
39027,39,27,15406,Clarksville village,Clinton County,548,42459
39027,39,27,45542,Lynchburg village (pt.),Clinton County,2,42459
39027,39,27,48118,Martinsville village,Clinton County,463,42459
39027,39,27,49896,Midland village,Clinton County,315,42459
39027,39,27,55748,New Vienna village,Clinton County,1224,42459
39027,39,27,64360,Port William village,Clinton County,254,42459
39027,39,27,69400,Sabina village,Clinton County,2564,42459
39027,39,27,85792,Wilmington city,Clinton County,12520,42459
39027,39,27,99990,Balance of Clinton County,Clinton County,19907,42459
39027,39,27,0,Adams township,Clinton County,2091,42459
39027,39,27,0,Chester township,Clinton County,1967,42459
39027,39,27,0,Clark township,Clinton County,2123,42459
39027,39,27,45542,Lynchburg village (pt.),Clinton County,2,42459
39027,39,27,48118,Martinsville village,Clinton County,463,42459
39027,39,27,99990,Balance of Clark township,Clinton County,1658,42459
39027,39,27,0,Green township,Clinton County,2473,42459
39027,39,27,55748,New Vienna village,Clinton County,1224,42459
39027,39,27,99990,Balance of Green township,Clinton County,1249,42459
39027,39,27,0,Jefferson township,Clinton County,1399,42459
39027,39,27,49896,Midland village,Clinton County,315,42459
39027,39,27,99990,Balance of Jefferson township,Clinton County,1084,42459
39027,39,27,0,Liberty township,Clinton County,1067,42459
39027,39,27,64360,Port William village,Clinton County,254,42459
39027,39,27,99990,Balance of Liberty township,Clinton County,813,42459
39027,39,27,0,Marion township,Clinton County,5394,42459
39027,39,27,6908,Blanchester village (pt.),Clinton County,4243,42459
39027,39,27,99990,Balance of Marion township,Clinton County,1151,42459
39027,39,27,0,Richland township,Clinton County,3573,42459
39027,39,27,69400,Sabina village,Clinton County,2564,42459
39027,39,27,99990,Balance of Richland township,Clinton County,1009,42459
39027,39,27,0,Union township,Clinton County,3085,42459
39027,39,27,0,Vernon township,Clinton County,2997,42459
39027,39,27,15406,Clarksville village,Clinton County,548,42459
39027,39,27,99990,Balance of Vernon township,Clinton County,2449,42459
39027,39,27,0,Washington township,Clinton County,2130,42459
39027,39,27,0,Wayne township,Clinton County,716,42459
39027,39,27,0,Wilmington city,Clinton County,12520,42459
39027,39,27,85792,Wilmington city,Clinton County,12520,42459
39027,39,27,0,Wilson township,Clinton County,505,42459
39029,39,29,0,Columbiana County,Columbiana County,107841,107578
39029,39,29,17036,Columbiana city (pt.),Columbiana County,5718,107578
39029,39,29,23730,East Liverpool city,Columbiana County,11195,107578
39029,39,29,23940,East Palestine village,Columbiana County,4721,107578
39029,39,29,33306,Hanoverton village,Columbiana County,408,107578
39029,39,29,42560,Leetonia village,Columbiana County,1959,107578
39029,39,29,44030,Lisbon village,Columbiana County,2821,107578
39029,39,29,50834,Minerva village (pt.),Columbiana County,2,107578
39029,39,29,55790,New Waterford village,Columbiana County,1238,107578
39029,39,29,68084,Rogers village,Columbiana County,237,107578
39029,39,29,69834,Salem city (pt.),Columbiana County,12299,107578
39029,39,29,70100,Salineville village,Columbiana County,1311,107578
39029,39,29,75574,Summitville village,Columbiana County,135,107578
39029,39,29,81732,Washingtonville village (pt.),Columbiana County,453,107578
39029,39,29,82740,Wellsville village,Columbiana County,3541,107578
39029,39,29,99990,Balance of Columbiana County,Columbiana County,61803,107578
39029,39,29,0,Butler township,Columbiana County,3614,107578
39029,39,29,0,Center township,Columbiana County,6313,107578
39029,39,29,44030,Lisbon village (pt.),Columbiana County,2788,107578
39029,39,29,99990,Balance of Center township,Columbiana County,3525,107578
39029,39,29,0,East Liverpool city,Columbiana County,11195,107578
39029,39,29,23730,East Liverpool city,Columbiana County,11195,107578
39029,39,29,0,Elkrun township,Columbiana County,4687,107578
39029,39,29,44030,Lisbon village (pt.),Columbiana County,33,107578
39029,39,29,99990,Balance of Elkrun township,Columbiana County,4654,107578
39029,39,29,0,Fairfield township,Columbiana County,9890,107578
39029,39,29,17036,Columbiana city (pt.),Columbiana County,5691,107578
39029,39,29,42560,Leetonia village (pt.),Columbiana County,98,107578
39029,39,29,99990,Balance of Fairfield township,Columbiana County,4101,107578
39029,39,29,0,Franklin township,Columbiana County,835,107578
39029,39,29,75574,Summitville village,Columbiana County,135,107578
39029,39,29,99990,Balance of Franklin township,Columbiana County,700,107578
39029,39,29,0,Hanover township,Columbiana County,3704,107578
39029,39,29,33306,Hanoverton village,Columbiana County,408,107578
39029,39,29,99990,Balance of Hanover township,Columbiana County,3296,107578
39029,39,29,0,Knox township,Columbiana County,4434,107578
39029,39,29,0,Liverpool township,Columbiana County,4047,107578
39029,39,29,0,Madison township,Columbiana County,3196,107578
39029,39,29,0,Middleton township,Columbiana County,3612,107578
39029,39,29,68084,Rogers village,Columbiana County,237,107578
39029,39,29,99990,Balance of Middleton township,Columbiana County,3375,107578
39029,39,29,0,Perry township,Columbiana County,16850,107578
39029,39,29,69834,Salem city (pt.),Columbiana County,12299,107578
39029,39,29,99990,Balance of Perry township,Columbiana County,4551,107578
39029,39,29,0,St. Clair township,Columbiana County,7957,107578
39029,39,29,0,Salem township,Columbiana County,5484,107578
39029,39,29,42560,Leetonia village (pt.),Columbiana County,1861,107578
39029,39,29,69834,Salem city (pt.),Columbiana County,0,107578
